Time,TS1_CRIW,TS2_CRIW,TS3_CRIW,TS4_CRIW,TS5_CRIW
1,0.003,0.002,0.002,0.158,0.004
1,0.003,0.002,0.002,0.158,0.004
1,0.003,0.002,0.002,0.158,0.004
2,0.003,0.002,0.002,0.158,0.004
3,0.003,0.002,0.002,0.158,0.004
4,0.003,0.002,0.002,0.158,0.004
5,0.003,0.002,0.002,0.158,0.004
6,0.003,0.002,0.002,0.158,0.004
7,0.003,0.002,0.002,0.158,0.004
8,0.003,0.002,0.002,0.158,0.004
9,0.003,0.002,0.002,0.158,0.004
10,0.003,0.002,0.002,0.158,0.004
11,0.003,0.002,0.002,0.158,0.004
12,0.003,0.002,0.002,0.158,0.004
13,0.003,0.002,0.002,0.158,0.004
14,0.003,0.156,0.002,0.158,0.004
15,0.003,0.156,0.002,0.158,0.004
16,0.003,0.156,0.002,0.158,0.004
17,0.003,0.156,0.002,0.158,0.004
18,0.003,0.156,0.002,0.158,0.004
19,0.003,0.156,0.002,0.158,0.004
20,0.003,0.156,0.002,0.158,0.004
21,0.003,0.156,0.002,0.158,0.004
22,0.003,0.156,0.002,0.158,0.004
23,0.003,0.156,0.002,0.158,0.004
24,0.003,0.156,0.002,0.157,0.004
25,0.003,0.156,0.002,0.157,0.004
26,0.003,0.156,0.002,0.157,0.004
27,0.003,0.156,0.002,0.157,0.004
28,0.003,0.157,0.002,0.157,0.004
29,0.003,0.157,0.002,0.157,0.004
30,0.003,0.157,0.002,0.004,0.004
31,0.003,0.157,0.002,0.004,0.004
32,0.003,0.157,0.002,0.004,0.004
33,0.003,0.157,0.002,0.004,0.004
34,0.003,0.157,0.002,0.004,0.004
35,0.003,0.157,0.002,0.004,0.004
36,0.003,0.157,0.002,0.004,0.004
37,0.003,0.157,0.002,0.004,0.004
38,0.003,0.157,0.002,0.004,0.004
39,0.003,0.158,0.002,0.004,0.004
40,0.003,0.158,0.002,0.004,0.004
41,0.003,0.158,0.002,0.004,0.004
42,0.003,0.158,0.002,0.004,0.004
43,0.003,0.158,0.002,0.004,0.004
44,0.003,0.158,0.002,0.004,0.004
45,0.003,0.158,0.002,0.004,0.004
46,0.003,0.158,0.002,0.004,0.004
47,0.003,0.158,0.002,0.004,0.004
48,0.003,0.158,0.002,0.004,0.004
49,0.003,0.158,0.002,0.004,0.004
50,0.003,0.158,0.002,0.004,0.004
51,0.003,0.158,0.002,0.004,0.004
52,0.003,0.158,0.002,0.004,0.004
53,0.003,0.158,0.002,0.004,0.004
54,0.003,0.158,0.002,0.004,0.004
55,0.003,0.158,0.002,0.004,0.004
56,0.003,0.158,0.002,0.004,0.004
57,0.003,0.158,0.002,0.004,0.004
58,0.003,0.158,0.002,0.004,0.004
59,0.003,0.158,0.002,0.004,0.004
60,0.003,0.158,0.002,0.004,0.004
61,0.003,0.158,0.002,0.004,0.004
62,0.003,0.158,0.002,0.004,0.004
63,0.003,0.158,0.002,0.004,0.004
64,0.003,0.159,0.002,0.004,0.004
65,0.003,0.159,0.002,0.004,0.004
66,0.003,0.159,0.002,0.004,0.004
67,0.003,0.159,0.002,0.004,0.004
68,0.003,0.159,0.156,0.004,0.004
69,0.003,0.159,0.156,0.004,0.004
70,0.003,0.159,0.156,0.004,0.004
71,0.003,0.159,0.156,0.004,0.004
72,0.003,0.159,0.156,0.004,0.004
73,0.003,0.159,0.156,0.004,0.004
74,0.003,0.159,0.156,0.004,0.004
75,0.003,0.159,0.156,0.004,0.004
76,0.003,0.16,0.156,0.004,0.004
77,0.003,0.16,0.156,0.004,0.004
78,0.156,0.16,0.156,0.004,0.004
79,0.156,0.16,0.156,0.004,0.004
80,0.156,0.16,0.156,0.004,0.004
81,0.156,0.16,0.157,0.004,0.004
82,0.157,0.16,0.157,0.004,0.004
83,0.157,0.16,0.157,0.004,0.004
84,0.157,0.16,0.157,0.004,0.004
85,0.157,0.16,0.157,0.004,0.004
86,0.157,0.16,0.157,0.004,0.004
87,0.157,0.16,0.157,0.004,0.004
88,0.157,0.16,0.157,0.004,0.004
89,0.158,0.16,0.157,0.004,0.004
90,0.158,0.16,0.157,0.004,0.004
91,0.158,0.16,0.157,0.004,0.004
92,0.158,0.16,0.157,0.004,0.004
93,0.158,0.161,0.157,0.004,0.004
94,0.158,0.161,0.158,0.004,0.004
95,0.158,0.161,0.158,0.004,0.004
96,0.159,0.161,0.158,0.004,0.004
97,0.159,0.161,0.158,0.004,0.004
98,0.159,0.161,0.158,0.004,0.004
99,0.16,0.161,0.158,0.004,0.004
100,0.16,0.161,0.158,0.004,0.004
101,0.16,0.161,0.158,0.004,0.004
102,0.16,0.161,0.158,0.004,0.004
103,0.16,0.161,0.158,0.004,0.004
104,0.161,0.161,0.158,0.004,0.004
105,0.161,0.162,0.158,0.004,0.004
106,0.161,0.162,0.158,0.004,0.004
107,0.161,0.162,0.158,0.004,0.004
108,0.161,0.162,0.158,0.004,0.004
109,0.161,0.162,0.158,0.004,0.004
110,0.161,0.162,0.158,0.004,0.004
111,0.161,0.162,0.158,0.004,0.004
112,0.161,0.162,0.158,0.004,0.004
113,0.161,0.162,0.158,0.004,0.004
114,0.162,0.162,0.158,0.004,0.004
115,0.162,0.162,0.158,0.004,0.004
116,0.162,0.162,0.158,0.004,0.004
117,0.162,0.162,0.158,0.004,0.004
118,0.162,0.162,0.158,0.004,0.004
119,0.162,0.162,0.158,0.004,0.004
120,0.162,0.162,0.158,0.004,0.004
121,0.162,0.162,0.158,0.004,0.004
122,0.162,0.162,0.158,0.004,0.004
123,0.162,0.162,0.158,0.004,0.004
124,0.162,0.162,0.158,0.004,0.004
125,0.162,0.162,0.158,0.004,0.004
126,0.162,0.162,0.158,0.004,0.004
127,0.162,0.162,0.158,0.004,0.004
128,0.163,0.162,0.158,0.004,0.004
129,0.163,0.162,0.158,0.004,0.004
130,0.163,0.162,0.158,0.004,0.004
131,0.163,0.162,0.158,0.004,0.004
132,0.163,0.162,0.158,0.004,0.004
133,0.163,0.162,0.158,0.004,0.004
134,0.163,0.162,0.158,0.004,0.004
135,0.163,0.162,0.158,0.004,0.004
136,0.163,0.162,0.159,0.004,0.004
137,0.163,0.162,0.159,0.004,0.004
138,0.163,0.162,0.159,0.004,0.004
139,0.164,0.162,0.159,0.004,0.004
140,0.164,0.162,0.159,0.004,0.004
141,0.164,0.162,0.159,0.004,0.004
142,0.164,0.162,0.159,0.004,0.004
143,0.164,0.162,0.159,0.004,0.004
144,0.164,0.163,0.159,0.004,0.004
145,0.164,0.163,0.159,0.004,0.004
146,0.164,0.163,0.159,0.004,0.004
147,0.164,0.163,0.159,0.004,0.004
148,0.164,0.163,0.159,0.004,0.004
149,0.164,0.163,0.159,0.004,0.004
150,0.164,0.163,0.159,0.004,0.004
151,0.164,0.163,0.159,0.004,0.004
152,0.164,0.163,0.159,0.004,0.004
153,0.164,0.163,0.159,0.004,0.004
154,0.164,0.163,0.159,0.004,0.004
155,0.164,0.163,0.159,0.004,0.004
156,0.164,0.163,0.159,0.004,0.004
157,0.318,0.163,0.159,0.004,0.004
158,0.318,0.163,0.159,0.004,0.004
159,0.318,0.163,0.159,0.004,0.004
160,0.318,0.163,0.159,0.004,0.004
161,0.318,0.163,0.159,0.004,0.004
162,0.318,0.163,0.159,0.004,0.004
163,0.318,0.163,0.159,0.004,0.004
164,0.318,0.163,0.159,0.004,0.004
165,0.318,0.163,0.159,0.004,0.004
166,0.318,0.163,0.159,0.004,0.004
167,0.318,0.163,0.159,0.004,0.004
168,0.318,0.163,0.159,0.004,0.004
169,0.318,0.163,0.159,0.004,0.004
170,0.318,0.163,0.159,0.004,0.004
171,0.318,0.163,0.159,0.004,0.004
172,0.318,0.163,0.159,0.004,0.004
173,0.318,0.163,0.159,0.004,0.004
174,0.318,0.163,0.159,0.004,0.004
175,0.318,0.163,0.159,0.004,0.004
176,0.318,0.163,0.159,0.004,0.004
177,0.318,0.163,0.159,0.004,0.004
178,0.318,0.163,0.159,0.004,0.004
179,0.318,0.163,0.159,0.004,0.004
180,0.318,0.163,0.159,0.004,0.004
181,0.318,0.163,0.159,0.004,0.004
182,0.318,0.163,0.159,0.004,0.004
183,0.318,0.163,0.159,0.004,0.004
184,0.318,0.163,0.159,0.004,0.004
185,0.318,0.163,0.159,0.004,0.004
186,0.318,0.163,0.159,0.004,0.004
187,0.318,0.163,0.159,0.004,0.004
188,0.318,0.163,0.159,0.004,0.004
189,0.318,0.163,0.159,0.004,0.004
190,0.318,0.163,0.159,0.004,0.004
191,0.318,0.163,0.159,0.004,0.004
192,0.318,0.163,0.159,0.004,0.004
193,0.318,0.163,0.159,0.004,0.004
194,0.318,0.163,0.159,0.004,0.004
195,0.318,0.163,0.159,0.004,0.004
196,0.318,0.163,0.159,0.004,0.004
197,0.318,0.163,0.159,0.004,0.004
198,0.318,0.163,0.159,0.004,0.004
199,0.318,0.163,0.159,0.004,0.004
200,0.318,0.163,0.159,0.004,0.004
201,0.318,0.163,0.159,0.004,0.004
202,0.318,0.163,0.159,0.004,0.004
203,0.318,0.163,0.159,0.004,0.004
204,0.318,0.163,0.159,0.004,0.004
205,0.318,0.163,0.159,0.004,0.004
206,0.318,0.163,0.159,0.004,0.004
207,0.318,0.163,0.159,0.004,0.004
208,0.318,0.163,0.159,0.004,0.004
209,0.318,0.163,0.159,0.004,0.004
210,0.318,0.163,0.159,0.004,0.004
211,0.318,0.163,0.159,0.004,0.004
212,0.318,0.163,0.159,0.004,0.004
213,0.318,0.163,0.159,0.004,0.004
214,0.318,0.163,0.159,0.004,0.004
215,0.318,0.163,0.159,0.004,0.004
216,0.318,0.163,0.159,0.004,0.004
217,0.318,0.163,0.159,0.004,0.004
218,0.318,0.163,0.159,0.004,0.004
219,0.318,0.163,0.159,0.004,0.004
220,0.318,0.163,0.159,0.004,0.004
221,0.318,0.163,0.159,0.004,0.004
222,0.318,0.163,0.159,0.004,0.004
223,0.318,0.163,0.159,0.004,0.004
224,0.318,0.163,0.159,0.004,0.004
225,0.318,0.163,0.159,0.004,0.004
226,0.318,0.163,0.159,0.004,0.004
227,0.318,0.163,0.159,0.004,0.004
228,0.318,0.163,0.159,0.004,0.004
229,0.318,0.163,0.159,0.004,0.004
230,0.318,0.163,0.159,0.004,0.004
231,0.318,0.163,0.159,0.004,0.004
232,0.318,0.163,0.159,0.004,0.004
233,0.318,0.163,0.159,0.004,0.004
234,0.318,0.163,0.159,0.004,0.004
235,0.318,0.163,0.159,0.004,0.004
236,0.318,0.163,0.159,0.004,0.004
237,0.318,0.163,0.159,0.004,0.004
238,0.318,0.163,0.159,0.004,0.004
239,0.318,0.163,0.159,0.004,0.004
240,0.318,0.163,0.159,0.004,0.004
241,0.318,0.163,0.159,0.004,0.004
242,0.318,0.163,0.159,0.004,0.004
243,0.318,0.163,0.159,0.004,0.004
244,0.318,0.163,0.159,0.004,0.004
245,0.318,0.163,0.159,0.004,0.004
246,0.318,0.163,0.159,0.004,0.004
247,0.318,0.163,0.159,0.004,0.004
248,0.318,0.163,0.159,0.004,0.004
249,0.318,0.163,0.159,0.004,0.004
250,0.318,0.163,0.159,0.004,0.004
251,0.318,0.163,0.159,0.004,0.004
252,0.318,0.163,0.159,0.004,0.004
253,0.318,0.163,0.159,0.004,0.004
254,0.318,0.163,0.159,0.004,0.004
255,0.318,0.163,0.159,0.004,0.004
256,0.318,0.163,0.159,0.004,0.004
257,0.318,0.163,0.159,0.004,0.004
258,0.318,0.163,0.159,0.004,0.004
259,0.318,0.163,0.159,0.004,0.004
260,0.318,0.163,0.159,0.004,0.004
261,0.318,0.163,0.159,0.004,0.004
262,0.318,0.163,0.159,0.004,0.004
263,0.318,0.163,0.159,0.004,0.004
264,0.318,0.163,0.159,0.004,0.004
265,0.318,0.163,0.159,0.004,0.004
266,0.318,0.163,0.159,0.004,0.004
267,0.318,0.163,0.159,0.004,0.004
268,0.318,0.163,0.159,0.004,0.004
269,0.318,0.163,0.159,0.004,0.004
270,0.318,0.163,0.159,0.004,0.004
271,0.318,0.163,0.159,0.004,0.004
272,0.318,0.163,0.159,0.004,0.004
273,0.318,0.163,0.159,0.004,0.004
274,0.318,0.163,0.159,0.004,0.004
275,0.318,0.163,0.159,0.004,0.004
276,0.318,0.163,0.159,0.004,0.004
277,0.318,0.163,0.159,0.004,0.004
278,0.318,0.163,0.159,0.004,0.004
279,0.318,0.163,0.159,0.004,0.004
280,0.318,0.163,0.159,0.004,0.004
281,0.318,0.163,0.159,0.004,0.004
282,0.318,0.163,0.159,0.004,0.004
283,0.318,0.163,0.159,0.004,0.004
284,0.318,0.163,0.159,0.004,0.004
285,0.318,0.163,0.159,0.004,0.004
286,0.318,0.163,0.159,0.004,0.004
287,0.318,0.163,0.159,0.004,0.004
288,0.318,0.163,0.159,0.004,0.004
289,0.318,0.163,0.159,0.004,0.004
290,0.318,0.163,0.159,0.004,0.004
291,0.318,0.163,0.159,0.004,0.004
292,0.318,0.163,0.159,0.004,0.004
293,0.318,0.163,0.159,0.004,0.004
294,0.318,0.163,0.159,0.004,0.004
295,0.318,0.163,0.159,0.004,0.004
296,0.318,0.163,0.159,0.004,0.004
297,0.318,0.163,0.159,0.004,0.004
298,0.318,0.163,0.159,0.004,0.004
299,0.318,0.163,0.159,0.004,0.004
300,0.318,0.163,0.159,0.004,0.004
301,0.318,0.163,0.159,0.004,0.004
302,0.318,0.163,0.159,0.004,0.004
303,0.318,0.163,0.159,0.004,0.004
304,0.318,0.163,0.159,0.004,0.004
305,0.318,0.163,0.159,0.004,0.004
306,0.318,0.163,0.159,0.004,0.004
307,0.318,0.163,0.159,0.004,0.004
308,0.318,0.163,0.159,0.004,0.004
309,0.318,0.163,0.159,0.004,0.004
310,0.318,0.163,0.159,0.004,0.004
311,0.318,0.163,0.159,0.004,0.004
312,0.318,0.163,0.159,0.004,0.004
313,0.318,0.163,0.159,0.004,0.004
314,0.318,0.163,0.159,0.004,0.004
315,0.318,0.163,0.159,0.004,0.004
316,0.318,0.163,0.159,0.004,0.004
317,0.318,0.163,0.159,0.004,0.004
318,0.318,0.163,0.159,0.004,0.004
319,0.318,0.163,0.159,0.004,0.004
320,0.318,0.163,0.159,0.004,0.004
321,0.318,0.163,0.159,0.004,0.004
322,0.318,0.163,0.159,0.004,0.004
323,0.318,0.163,0.159,0.004,0.004
324,0.318,0.163,0.159,0.004,0.004
325,0.318,0.163,0.159,0.004,0.004
326,0.318,0.163,0.159,0.004,0.004
327,0.318,0.163,0.159,0.004,0.004
328,0.318,0.163,0.159,0.004,0.004
329,0.318,0.163,0.159,0.004,0.004
330,0.318,0.163,0.159,0.004,0.004
331,0.318,0.163,0.159,0.004,0.004
332,0.318,0.163,0.159,0.004,0.004
333,0.318,0.163,0.159,0.004,0.004
334,0.318,0.163,0.159,0.004,0.004
335,0.318,0.163,0.159,0.004,0.004
336,0.318,0.163,0.159,0.004,0.004
337,0.318,0.163,0.159,0.004,0.004
338,0.318,0.163,0.159,0.004,0.004
339,0.318,0.163,0.159,0.004,0.004
340,0.318,0.163,0.159,0.004,0.004
341,0.318,0.163,0.159,0.004,0.004
342,0.318,0.163,0.159,0.004,0.004
343,0.318,0.163,0.159,0.004,0.004
344,0.318,0.163,0.159,0.004,0.004
345,0.318,0.163,0.159,0.004,0.004
346,0.318,0.163,0.159,0.004,0.004
347,0.318,0.163,0.159,0.004,0.004
348,0.318,0.163,0.159,0.004,0.004
349,0.318,0.163,0.159,0.004,0.004
350,0.318,0.163,0.159,0.004,0.004
351,0.318,0.163,0.159,0.004,0.004
352,0.318,0.163,0.159,0.004,0.004
353,0.318,0.163,0.159,0.004,0.004
354,0.318,0.163,0.159,0.004,0.004
355,0.318,0.163,0.159,0.004,0.004
356,0.318,0.163,0.159,0.004,0.004
357,0.318,0.163,0.159,0.004,0.004
358,0.318,0.163,0.159,0.004,0.004
359,0.318,0.163,0.159,0.004,0.004
360,0.318,0.163,0.159,0.004,0.004
361,0.318,0.163,0.159,0.004,0.004
362,0.318,0.163,0.159,0.004,0.004
363,0.318,0.163,0.159,0.004,0.004
364,0.318,0.163,0.159,0.004,0.004
365,0.318,0.163,0.159,0.004,0.004
366,0.318,0.163,0.159,0.004,0.004
367,0.318,0.163,0.159,0.004,0.004
368,0.318,0.163,0.159,0.004,0.004
369,0.318,0.163,0.159,0.004,0.004
370,0.318,0.163,0.159,0.004,0.004
371,0.318,0.163,0.159,0.004,0.004
372,0.318,0.163,0.159,0.004,0.004
373,0.318,0.163,0.159,0.004,0.004
374,0.318,0.163,0.159,0.004,0.004
375,0.318,0.163,0.159,0.004,0.004
376,0.318,0.163,0.159,0.004,0.004
377,0.318,0.163,0.159,0.004,0.004
378,0.318,0.163,0.159,0.004,0.004
379,0.318,0.163,0.159,0.004,0.004
380,0.318,0.163,0.159,0.004,0.004
381,0.318,0.163,0.159,0.004,0.004
382,0.318,0.163,0.159,0.004,0.004
383,0.318,0.163,0.159,0.004,0.004
384,0.318,0.163,0.159,0.004,0.004
385,0.318,0.163,0.159,0.004,0.004
386,0.318,0.163,0.159,0.004,0.004
387,0.318,0.163,0.159,0.004,0.004
388,0.318,0.163,0.159,0.004,0.004
389,0.318,0.163,0.159,0.004,0.004
390,0.318,0.163,0.159,0.004,0.004
391,0.318,0.163,0.159,0.004,0.004
392,0.318,0.163,0.159,0.004,0.004
393,0.318,0.163,0.159,0.004,0.004
394,0.318,0.163,0.159,0.004,0.004
395,0.318,0.163,0.159,0.004,0.004
396,0.318,0.163,0.159,0.004,0.004
397,0.318,0.163,0.159,0.004,0.004
398,0.318,0.163,0.159,0.004,0.004
399,0.318,0.163,0.159,0.004,0.004
400,0.318,0.163,0.159,0.004,0.004
401,0.318,0.163,0.159,0.004,0.004
402,0.318,0.163,0.159,0.004,0.004
403,0.318,0.163,0.159,0.004,0.004
404,0.164,0.163,0.159,0.004,0.004
405,0.164,0.163,0.159,0.004,0.004
406,0.164,0.163,0.159,0.004,0.004
407,0.164,0.163,0.159,0.004,0.004
408,0.164,0.163,0.159,0.004,0.004
409,0.164,0.163,0.159,0.004,0.004
410,0.164,0.162,0.159,0.004,0.004
411,0.164,0.162,0.159,0.004,0.004
412,0.164,0.162,0.159,0.004,0.004
413,0.164,0.162,0.159,0.004,0.004
414,0.163,0.162,0.159,0.004,0.004
415,0.163,0.162,0.159,0.004,0.004
416,0.163,0.162,0.159,0.004,0.004
417,0.163,0.162,0.159,0.004,0.004
418,0.163,0.162,0.159,0.004,0.004
419,0.163,0.162,0.159,0.004,0.004
420,0.163,0.162,0.159,0.004,0.004
421,0.163,0.162,0.158,0.004,0.004
422,0.163,0.162,0.158,0.004,0.004
423,0.163,0.162,0.158,0.004,0.004
424,0.163,0.162,0.158,0.004,0.004
425,0.163,0.162,0.158,0.004,0.004
426,0.163,0.162,0.158,0.004,0.004
427,0.163,0.162,0.158,0.004,0.004
428,0.163,0.162,0.158,0.004,0.004
429,0.162,0.162,0.158,0.004,0.004
430,0.162,0.162,0.158,0.004,0.004
431,0.162,0.162,0.158,0.004,0.004
432,0.162,0.162,0.158,0.004,0.004
433,0.162,0.162,0.158,0.004,0.004
434,0.162,0.162,0.158,0.004,0.004
435,0.162,0.162,0.158,0.004,0.004
436,0.162,0.162,0.158,0.004,0.004
437,0.162,0.162,0.158,0.004,0.004
438,0.162,0.162,0.158,0.004,0.004
439,0.161,0.162,0.158,0.004,0.004
440,0.161,0.162,0.158,0.004,0.004
441,0.161,0.162,0.158,0.004,0.004
442,0.161,0.162,0.158,0.004,0.004
443,0.161,0.162,0.158,0.004,0.004
444,0.161,0.162,0.158,0.004,0.004
445,0.161,0.162,0.158,0.004,0.004
446,0.161,0.162,0.158,0.004,0.004
447,0.161,0.162,0.158,0.004,0.004
448,0.161,0.162,0.158,0.004,0.004
449,0.161,0.162,0.158,0.004,0.004
450,0.161,0.162,0.158,0.004,0.004
451,0.161,0.162,0.158,0.004,0.004
452,0.161,0.162,0.158,0.004,0.004
453,0.161,0.162,0.158,0.004,0.004
454,0.161,0.162,0.158,0.004,0.004
455,0.161,0.162,0.158,0.004,0.004
456,0.161,0.162,0.158,0.004,0.004
457,0.161,0.162,0.158,0.004,0.004
458,0.161,0.162,0.158,0.004,0.004
459,0.161,0.162,0.158,0.004,0.004
460,0.161,0.162,0.158,0.004,0.004
461,0.161,0.162,0.158,0.004,0.004
462,0.161,0.161,0.158,0.004,0.004
463,0.161,0.161,0.158,0.004,0.004
464,0.161,0.161,0.158,0.004,0.004
465,0.16,0.161,0.158,0.004,0.004
466,0.16,0.161,0.158,0.004,0.004
467,0.16,0.161,0.158,0.004,0.004
468,0.16,0.161,0.158,0.004,0.004
469,0.16,0.161,0.158,0.004,0.004
470,0.16,0.161,0.158,0.004,0.004
471,0.16,0.161,0.158,0.004,0.004
472,0.16,0.161,0.158,0.004,0.004
473,0.16,0.161,0.158,0.004,0.004
474,0.16,0.161,0.158,0.004,0.004
475,0.16,0.161,0.158,0.004,0.004
476,0.16,0.161,0.158,0.004,0.004
477,0.16,0.161,0.158,0.004,0.004
478,0.16,0.161,0.158,0.004,0.004
479,0.16,0.161,0.158,0.004,0.004
480,0.16,0.161,0.158,0.004,0.004
481,0.16,0.161,0.158,0.004,0.004
482,0.16,0.161,0.158,0.004,0.004
483,0.16,0.161,0.158,0.004,0.004
484,0.16,0.161,0.158,0.004,0.004
485,0.16,0.161,0.158,0.004,0.004
486,0.159,0.161,0.158,0.004,0.004
487,0.159,0.161,0.158,0.004,0.004
488,0.159,0.161,0.158,0.004,0.004
489,0.159,0.161,0.158,0.004,0.004
490,0.159,0.161,0.158,0.004,0.004
491,0.159,0.161,0.158,0.004,0.004
492,0.159,0.161,0.158,0.004,0.004
493,0.159,0.161,0.158,0.004,0.004
494,0.159,0.161,0.158,0.004,0.004
495,0.159,0.161,0.158,0.004,0.004
496,0.159,0.161,0.158,0.004,0.004
497,0.159,0.161,0.158,0.004,0.004
498,0.159,0.161,0.158,0.004,0.004
499,0.159,0.161,0.158,0.004,0.004
500,0.159,0.161,0.158,0.004,0.004
501,0.158,0.161,0.158,0.004,0.004
502,0.158,0.161,0.158,0.004,0.004
503,0.158,0.161,0.158,0.004,0.004
504,0.158,0.161,0.158,0.004,0.004
505,0.158,0.161,0.158,0.004,0.004
506,0.158,0.161,0.158,0.004,0.004
507,0.158,0.161,0.158,0.004,0.004
508,0.158,0.161,0.158,0.004,0.004
509,0.158,0.161,0.158,0.004,0.004
510,0.158,0.161,0.158,0.004,0.004
511,0.158,0.161,0.157,0.004,0.004
512,0.158,0.161,0.157,0.004,0.004
513,0.158,0.161,0.157,0.004,0.004
514,0.158,0.161,0.157,0.004,0.004
515,0.158,0.161,0.157,0.004,0.004
516,0.158,0.161,0.157,0.004,0.004
517,0.158,0.161,0.157,0.004,0.004
518,0.158,0.16,0.157,0.004,0.004
519,0.158,0.16,0.157,0.004,0.004
520,0.158,0.16,0.157,0.004,0.004
521,0.158,0.16,0.157,0.004,0.004
522,0.158,0.16,0.157,0.004,0.004
523,0.158,0.16,0.157,0.004,0.004
524,0.158,0.16,0.157,0.004,0.004
525,0.158,0.16,0.157,0.004,0.004
526,0.158,0.16,0.157,0.004,0.004
527,0.158,0.16,0.157,0.004,0.004
528,0.158,0.16,0.157,0.004,0.004
529,0.158,0.16,0.157,0.004,0.004
530,0.158,0.16,0.157,0.004,0.004
531,0.158,0.16,0.157,0.004,0.004
532,0.158,0.16,0.157,0.004,0.004
533,0.158,0.16,0.157,0.004,0.004
534,0.157,0.16,0.157,0.004,0.004
535,0.157,0.16,0.157,0.004,0.004
536,0.157,0.16,0.157,0.004,0.004
537,0.157,0.16,0.157,0.004,0.004
538,0.157,0.16,0.157,0.004,0.004
539,0.157,0.16,0.157,0.004,0.004
540,0.157,0.16,0.157,0.004,0.004
541,0.157,0.16,0.157,0.004,0.004
542,0.157,0.16,0.157,0.004,0.004
543,0.157,0.16,0.157,0.004,0.004
544,0.157,0.16,0.157,0.004,0.004
545,0.157,0.16,0.157,0.004,0.004
546,0.157,0.16,0.157,0.004,0.004
547,0.156,0.16,0.157,0.004,0.004
548,0.156,0.16,0.157,0.004,0.004
549,0.156,0.16,0.157,0.004,0.004
550,0.156,0.16,0.156,0.004,0.004
551,0.156,0.16,0.156,0.004,0.004
552,0.156,0.16,0.156,0.004,0.004
553,0.156,0.16,0.156,0.004,0.004
554,0.156,0.16,0.156,0.004,0.004
555,0.156,0.16,0.156,0.004,0.004
556,0.156,0.16,0.156,0.004,0.004
557,0.156,0.16,0.156,0.004,0.004
